,gene_sgRNA,log of change,final diff,exon_id
725,CKAP5_sgRNA725,0.6087339431826664,-0.5043677388751026,ENSE00003566882
726,CKAP5_sgRNA726,0.6776571214106256,-0.31799466724762687,ENSE00003566882
727,CKAP5_sgRNA727,-0.12636966169944447,0.19106979004956925,ENSE00003483244
728,CKAP5_sgRNA728,-0.6554618634810592,0.7310284354900194,ENSE00003483244
729,CKAP5_sgRNA729,0.7567521739546346,-0.522171251584221,ENSE00003483244
730,CKAP5_sgRNA730,0.01763663976356791,0.14843115189908307,ENSE00003483244
731,CKAP5_sgRNA731,-0.7425839983196978,0.6401952738787497,ENSE00003483244
732,CKAP5_sgRNA732,0.8045702094744396,-0.4569727655610405,ENSE00003466276
733,CKAP5_sgRNA733,-0.4309639279492251,0.5522100512787813,ENSE00003466276
734,CKAP5_sgRNA734,1.1359583423460786,-0.8734674391413726,ENSE00003466276
735,CKAP5_sgRNA735,0.6642531964848057,-0.4384663598389729,ENSE00003466276
736,CKAP5_sgRNA736,0.5118360916669897,-0.27754661874546777,ENSE00003466276
737,CKAP5_sgRNA737,-0.5948963654399215,0.6433919571347785,ENSE00001478341
738,CKAP5_sgRNA738,-0.6920042889200071,0.7020513715668225,ENSE00001478341
739,CKAP5_sgRNA739,-0.23983758355802717,0.31326671182324956,ENSE00001478341
740,CKAP5_sgRNA740,-0.6107568573002683,0.5502808831888787,ENSE00001478341
741,CKAP5_sgRNA741,-0.5410298513401298,0.5314171545812859,ENSE00001478341
742,CKAP5_sgRNA742,0.7152397814192916,-0.4863262037506262,ENSE00001478341
743,CKAP5_sgRNA743,0.36010461043397135,-0.16120863843845684,ENSE00001478341
744,CKAP5_sgRNA744,1.0107059189484195,-0.8295681085458699,ENSE00001478341
745,CKAP5_sgRNA745,0.2919173036230589,-0.21876268444944935,ENSE00001478341
746,CKAP5_sgRNA746,-0.0753119408397828,0.12412064649075788,ENSE00003524976
747,CKAP5_sgRNA747,-0.20674123518069734,0.29620970256928414,ENSE00003524976
748,CKAP5_sgRNA748,3.85965501991083,-3.4421320458912787,ENSE00003524976
749,CKAP5_sgRNA749,0.3700997562334282,-0.12526767886218562,ENSE00003524976
750,CKAP5_sgRNA750,-0.9480525557588775,1.0537295564975764,ENSE00003524976
751,CKAP5_sgRNA751,0.4386728930732822,-0.17469056998536595,ENSE00003524976
752,CKAP5_sgRNA752,-0.16850814178402362,0.24465060629567534,ENSE00003524976
753,CKAP5_sgRNA753,5.0484953305890246,-4.224575058331707,ENSE00003524976
754,CKAP5_sgRNA754,-0.7047137543844986,0.7432566325054355,ENSE00003524976
755,CKAP5_sgRNA755,0.7253138103670477,-0.4237421741848156,ENSE00003524976
756,CKAP5_sgRNA756,0.04415600666588319,0.04415600666588319,ENSE00003524976
757,CKAP5_sgRNA757,-0.6489131613051656,0.666163094607125,ENSE00003524976
758,CKAP5_sgRNA758,-0.41769375507663065,0.3745865846347186,ENSE00003524976
759,CKAP5_sgRNA759,5.303304908059076,-4.260172824647016,ENSE00003524976
760,CKAP5_sgRNA760,-0.35288080194149835,0.3739598925962473,ENSE00003526580
761,CKAP5_sgRNA761,0.8310954724922242,-0.6642941296634525,ENSE00003526580
762,CKAP5_sgRNA762,-0.018524551513683592,0.15624681973307689,ENSE00003526580
763,CKAP5_sgRNA763,1.7318390628743086,-1.4999393934699512,ENSE00003526580
764,CKAP5_sgRNA764,0.4328178179138307,-0.029154813218566174,ENSE00003526580
765,CKAP5_sgRNA765,-0.38417438529928283,0.59570464760491,ENSE00001672507
766,CKAP5_sgRNA766,0.2656770216004011,0.10509801401568367,ENSE00001672507
767,CKAP5_sgRNA767,0.13196103476974072,0.0430439721237022,ENSE00001672507
768,CKAP5_sgRNA768,4.290859321189709,-4.131993743454474,ENSE00001672507
769,CKAP5_sgRNA769,-1.0917654955296012,1.089978907140652,ENSE00001672507
770,CKAP5_sgRNA770,0.49114058923332005,-0.31317021141836876,ENSE00001672507
771,CKAP5_sgRNA771,0.3797892279389544,-0.09220411439414346,ENSE00001672507
772,CKAP5_sgRNA772,0.21852982437859028,-0.04760537119534941,ENSE00001672507
773,CKAP5_sgRNA773,0.2776212310723727,0.007438929096998428,ENSE00001672507
774,CKAP5_sgRNA774,1.898347301599948,-1.5874126546990708,ENSE00001672507
775,CKAP5_sgRNA775,0.27940004139857005,-0.09632331596348723,ENSE00001656703
776,CKAP5_sgRNA776,2.2225513748521997,-1.847214684574335,ENSE00001656703
777,CKAP5_sgRNA777,0.5226883418336837,-0.3585569394088295,ENSE00001656703
778,CKAP5_sgRNA778,-0.3745081868537566,0.3831404194106098,ENSE00001656703
779,CKAP5_sgRNA779,0.25535937761628036,-0.00488022264057225,ENSE00001656703
780,CKAP5_sgRNA780,0.0226693961936943,0.0226693961936943,ENSE00001656703
781,CKAP5_sgRNA781,4.46045965588864,-4.010584339545666,ENSE00001656703
782,CKAP5_sgRNA782,1.2408229575532168,-1.0678714784890113,ENSE00001656703
783,CKAP5_sgRNA783,1.2045856709384821,-0.7323360013817349,ENSE00001656703
784,CKAP5_sgRNA784,0.030726060290047964,0.08626181574469877,ENSE00002185861
785,CKAP5_sgRNA785,-0.4848468292756149,0.6221936680842282,ENSE00002185861
786,CKAP5_sgRNA786,-0.5151114449823173,0.5665303674738995,ENSE00002185861
787,CKAP5_sgRNA787,0.16862822966195218,0.03013657479921926,ENSE00001697952
788,CKAP5_sgRNA788,-0.2249652683099856,0.3317664500411576,ENSE00001697952
789,CKAP5_sgRNA789,0.6051421502735309,-0.4443299071516262,ENSE00001697952
790,CKAP5_sgRNA790,0.32539842967894883,-0.1848016376241487,ENSE00001697952
791,CKAP5_sgRNA791,0.2806352635148236,-0.11187586542302848,ENSE00001697952
792,CKAP5_sgRNA792,0.8491097534870844,-0.5827822448345951,ENSE00001697952
793,CKAP5_sgRNA793,-0.46477467981211285,0.47041338135144806,ENSE00001226065
794,CKAP5_sgRNA794,-0.9043722041126273,1.1071674739279282,ENSE00001226065
795,CKAP5_sgRNA795,-0.21868774691745227,0.2892253344080222,ENSE00001226065
796,CKAP5_sgRNA796,0.2924276653283865,0.01671977494103582,ENSE00001226065
797,CKAP5_sgRNA797,4.108442252032939,-3.7253282638219685,ENSE00001226065
798,CKAP5_sgRNA798,-1.0095507446458654,0.9913294876455924,ENSE00001226065
799,CKAP5_sgRNA799,-0.038218649765857184,0.18146774201988017,ENSE00001226065
800,CKAP5_sgRNA800,-0.5559093853506646,0.6272669621818269,ENSE00001226065
801,CKAP5_sgRNA801,0.26143054182775377,-0.10611545052504202,ENSE00001226065
802,CKAP5_sgRNA802,0.9706583784208286,-0.6857211073866736,ENSE00001226065
803,CKAP5_sgRNA803,0.3029287698944486,-0.06203127834597889,ENSE00001226065
804,CKAP5_sgRNA804,0.007070888494544521,0.12139522953374525,ENSE00002177469
805,CKAP5_sgRNA805,0.7676455141718139,-0.6519309782836272,ENSE00002177469
806,CKAP5_sgRNA806,0.6497123281935826,-0.4049176128850714,ENSE00002177469
807,CKAP5_sgRNA807,-0.2922408559901235,0.2571207560997858,ENSE00002177469
808,CKAP5_sgRNA808,0.21400785387625454,-0.14445723584591805,ENSE00002177469
809,CKAP5_sgRNA809,-1.1823774148914457,1.1762899633113382,ENSE00002177469
810,CKAP5_sgRNA810,0.3728261674747604,-0.09475849450917839,ENSE00002177469
811,CKAP5_sgRNA811,1.0307501431895372,-0.9226033148348022,ENSE00002177469
812,CKAP5_sgRNA812,-0.11473831624377405,0.04881687107450387,ENSE00002177469
813,CKAP5_sgRNA813,0.23760632948082883,0.0654074402812577,ENSE00002177469
814,CKAP5_sgRNA814,-0.7558387082036917,0.7938330124861452,ENSE00002177469
815,CKAP5_sgRNA815,0.9932477265651867,-0.828318039979887,ENSE00001626567
816,CKAP5_sgRNA816,0.04686789897840834,0.050715405317626264,ENSE00001626567
817,CKAP5_sgRNA817,-0.05175536701927068,0.11757491078070716,ENSE00001626567
818,CKAP5_sgRNA818,0.06797113430109335,0.06209227805539038,ENSE00001626567
819,CKAP5_sgRNA819,0.7458646287505365,-0.5062226236940297,ENSE00001626567
820,CKAP5_sgRNA820,0.7440904068845725,-0.4376877595840437,ENSE00001626567
821,CKAP5_sgRNA821,0.04561738794527272,0.07835924780255468,ENSE00001626567
822,CKAP5_sgRNA822,0.41177696472313496,-0.1573124206146579,ENSE00001755671
823,CKAP5_sgRNA823,1.8024137357892287,-1.5284191858775378,ENSE00001755671
824,CKAP5_sgRNA824,0.3178971522091082,-0.19527465230541752,ENSE00001755671
825,CKAP5_sgRNA825,-0.4083902531270269,0.4676543876866854,ENSE00001755671
826,CKAP5_sgRNA826,0.1576465546430522,0.11747291005302948,ENSE00001755671
827,CKAP5_sgRNA827,-0.7858960172777242,0.786535558381604,ENSE00001641424
828,CKAP5_sgRNA828,0.685569420730233,-0.45611962891922014,ENSE00001641424
829,CKAP5_sgRNA829,-0.8660000778566864,0.8311950421748252,ENSE00001641424
830,CKAP5_sgRNA830,1.3940838493434666,-1.022928816291011,ENSE00001641424
831,CKAP5_sgRNA831,0.14360843639299553,0.14360843639299553,ENSE00002158770
832,CKAP5_sgRNA832,0.5982614518850768,-0.3646346730242484,ENSE00002158770
833,CKAP5_sgRNA833,-0.2569890072759548,0.40692633370998504,ENSE00001630938
834,CKAP5_sgRNA834,1.5576291720698954,-1.282580009604853,ENSE00001630938
835,CKAP5_sgRNA835,-0.44785653294326544,0.5849595224697975,ENSE00001630938
836,CKAP5_sgRNA836,-0.4558004865314314,0.46160308948100975,ENSE00001630938
837,CKAP5_sgRNA837,0.05180733330283828,0.05180733330283828,ENSE00001630938
838,CKAP5_sgRNA838,0.6881927615287421,-0.5050232070412634,ENSE00001630938
839,CKAP5_sgRNA839,0.2553118533126899,-0.12082488376718228,ENSE00001630938
840,CKAP5_sgRNA840,3.736547073731441,-3.439001840986011,ENSE00001630938
841,CKAP5_sgRNA841,2.0228324274966543,-1.9093800860400763,ENSE00001630938
842,CKAP5_sgRNA842,-0.12589977767176014,0.13046800531582736,ENSE00001630938
843,CKAP5_sgRNA843,-0.6695786965893917,0.8233255626710465,ENSE00001630938
844,CKAP5_sgRNA844,0.4155277273894793,-0.14809711850920815,ENSE00001630938
845,CKAP5_sgRNA845,5.565698610699047,-4.172133324538712,ENSE00001630938
846,CKAP5_sgRNA846,0.466112978223406,-0.21845095749236038,ENSE00001773745
847,CKAP5_sgRNA847,0.8415643808297576,-0.6761997875052399,ENSE00001773745
848,CKAP5_sgRNA848,0.29534302043811345,-0.0714712462784432,ENSE00001773745
849,CKAP5_sgRNA849,-0.11652598011196127,0.11119967911860663,ENSE00001773745
850,CKAP5_sgRNA850,0.6555927914906641,-0.3205723642284722,ENSE00001423871
851,CKAP5_sgRNA851,1.37249648584026,-1.1570358260263247,ENSE00003495101
852,CKAP5_sgRNA852,0.45734734766577734,-0.19047318753845574,ENSE00003677439
853,CKAP5_sgRNA853,0.2169205996396515,-0.08159768835277291,ENSE00003677439
854,CKAP5_sgRNA854,0.0739619571463645,0.0739619571463645,ENSE00003677439
855,CKAP5_sgRNA855,-0.19459244323534008,0.22765849133173788,ENSE00003677439
856,CKAP5_sgRNA856,2.025614357245456,-1.7242457800856186,ENSE00003677439
857,CKAP5_sgRNA857,-0.3677544082186776,0.4681864870423158,ENSE00003677439
858,CKAP5_sgRNA858,-1.0143311273844977,1.171191243655539,ENSE00003677439
859,CKAP5_sgRNA859,-0.8033217595281743,0.9372460970501431,ENSE00003677439
860,CKAP5_sgRNA860,0.545576291875272,-0.4369283775639494,ENSE00003677439
861,CKAP5_sgRNA861,0.1494216442477283,0.05584521601498823,ENSE00002186471
862,CKAP5_sgRNA862,0.30872316723611315,-0.12974760633548396,ENSE00002186471
863,CKAP5_sgRNA863,0.45324828180574855,-0.1985122739926593,ENSE00002186471
864,CKAP5_sgRNA864,1.6499130372550121,-1.4406213660289695,ENSE00002186471
865,CKAP5_sgRNA865,0.7023886442049624,-0.5412625518579393,ENSE00002186471
866,CKAP5_sgRNA866,0.8175682513639808,-0.6071147561692998,ENSE00002186471
867,CKAP5_sgRNA867,1.0537825257147746,-0.7414292078424158,ENSE00002186471
868,CKAP5_sgRNA868,0.1259769781972972,0.1259769781972972,ENSE00002186471
869,CKAP5_sgRNA869,-0.11567545350347473,0.15759601674042942,ENSE00002186471
870,CKAP5_sgRNA870,0.5415068815045666,-0.19251464362701218,ENSE00002186471
871,CKAP5_sgRNA871,0.3242532447506173,0.042649190455474585,ENSE00002186471
872,CKAP5_sgRNA872,0.6745897612477062,-0.3556897389194296,ENSE00002186471
873,CKAP5_sgRNA873,-4.214075018162879,3.841304507973725,ENSE00002186471
874,CKAP5_sgRNA874,1.4229342681550763,-1.2923982753527639,ENSE00002186471
875,CKAP5_sgRNA875,0.7412338421248688,-0.6621666825398347,ENSE00002186471
876,CKAP5_sgRNA876,-0.7516553994700026,0.7996013364745286,ENSE00002186471
877,CKAP5_sgRNA877,4.553876891600541,-3.0182051294060495,ENSE00002186471
878,CKAP5_sgRNA878,1.0232145620765296,-0.8326236403309001,ENSE00002186471
879,CKAP5_sgRNA879,-0.3406634819540337,0.4321603744766939,ENSE00002186471
880,CKAP5_sgRNA880,-0.12822810948622898,0.08193668097071488,ENSE00002186471
881,CKAP5_sgRNA881,-0.5585340392263969,0.5727736665633171,ENSE00002186471
882,CKAP5_sgRNA882,-0.009724987724743124,0.06024738157676521,ENSE00002186471
883,CKAP5_sgRNA883,0.5574279452124298,-0.25874710418342706,ENSE00002186471
884,CKAP5_sgRNA884,0.22010639158896936,0.10793762469209653,ENSE00002186471
885,CKAP5_sgRNA885,3.6830935170468924,-3.8278914901922345,ENSE00002186471
886,CKAP5_sgRNA886,0.06444083318155648,0.10171478028906669,ENSE00002186471
887,CKAP5_sgRNA887,-0.3034026193006298,0.3079295164576889,ENSE00002186471
888,CKAP5_sgRNA888,0.885461939027765,-0.5299192825815704,ENSE00002186471
889,CKAP5_sgRNA889,1.2186798791955156,-1.0861283814144966,ENSE00002186471
890,CKAP5_sgRNA890,0.011860670620650628,0.08591878472280129,ENSE00002186471
891,CKAP5_sgRNA891,0.3593092579173151,-0.18778735422786103,ENSE00001762771
892,CKAP5_sgRNA892,0.45479652965446465,-0.16737708208199495,ENSE00001762771
893,CKAP5_sgRNA893,0.2703114893574877,0.0295415870941967,ENSE00001762771
894,CKAP5_sgRNA894,-0.27560638683738653,0.3356052608045346,ENSE00001181715
895,CKAP5_sgRNA895,0.5161812225676707,-0.41009814651020704,ENSE00001181715
896,CKAP5_sgRNA896,0.2491054192529639,-0.09889475113617764,ENSE00001181715
897,CKAP5_sgRNA897,-0.6972889439924761,0.7702989161314445,ENSE00001181715
898,CKAP5_sgRNA898,-0.257381422479326,0.2605518898516194,ENSE00001181715
899,CKAP5_sgRNA899,0.6968836950067976,-0.47524701868011177,ENSE00001181715
900,CKAP5_sgRNA900,0.003125890581677872,0.1617908510836685,ENSE00002170195
901,CKAP5_sgRNA901,0.0,0.0,ENSE00002170195
902,CKAP5_sgRNA902,0.4294398138087416,-0.24641386325097425,ENSE00002170195
903,CKAP5_sgRNA903,0.26186595777710203,0.010607365434447456,ENSE00002170195
904,CKAP5_sgRNA904,0.06890551871271748,0.06890551871271748,ENSE00002170195
905,CKAP5_sgRNA905,5.3665497149925105,-4.354811822270906,ENSE00002170195
906,CKAP5_sgRNA906,-0.8127009719742629,1.0420495941768708,ENSE00002170195
907,CKAP5_sgRNA907,1.0857272817610044,-0.8325487612457412,ENSE00002170195
908,CKAP5_sgRNA908,1.033476342646705,-0.6333576583433093,ENSE00002170195
909,CKAP5_sgRNA909,0.42074551876397737,-0.18759110793694425,ENSE00002170195
910,CKAP5_sgRNA910,-0.8313672185661369,1.020084624520274,ENSE00002170195
911,CKAP5_sgRNA911,-0.6219178218872838,0.679080344082181,ENSE00002170195
