,gene_sgRNA,log of change,final diff,exon_id
912,CKAP5_sgRNA912,0.6838666747644182,-0.43776266178425166,ENSE00002170195
913,CKAP5_sgRNA913,-0.2839228571263937,0.354450887348836,ENSE00002170195
914,CKAP5_sgRNA914,0.4559599856967418,-0.24834389377716468,ENSE00002170195
915,CKAP5_sgRNA915,1.6875202543965366,-1.3905907249662015,ENSE00003482032
916,CKAP5_sgRNA916,0.8677954032460197,-0.4845099236491534,ENSE00003482032
917,CKAP5_sgRNA917,-0.36822881239405264,0.5300640556171873,ENSE00003482032
918,CKAP5_sgRNA918,0.26888500614372035,-0.00813655748909129,ENSE00003482032
919,CKAP5_sgRNA919,-0.15226287411771403,0.26606910394053407,ENSE00003482032
920,CKAP5_sgRNA920,0.13874310672579715,0.10662610468957051,ENSE00003482032
921,CKAP5_sgRNA921,0.821859286748519,-0.5911311496249662,ENSE00003482032
922,CKAP5_sgRNA922,0.5645375956581395,-0.4568077879471714,ENSE00002174854
923,CKAP5_sgRNA923,0.32193402280601563,-0.1573002887301545,ENSE00002174854
924,CKAP5_sgRNA924,0.5467473308851653,-0.3813303264009906,ENSE00002174854
925,CKAP5_sgRNA925,0.8950757942183415,-0.8881023294323762,ENSE00002174854
926,CKAP5_sgRNA926,0.16947965131232295,-0.0379810160356041,ENSE00002174854
927,CKAP5_sgRNA927,-0.3586484357918707,0.332541544520538,ENSE00002174854
928,CKAP5_sgRNA928,-4.119089625574332,3.9547239353974915,ENSE00002166515
929,CKAP5_sgRNA929,0.9399469284863248,-0.7021857336004255,ENSE00002166515
930,CKAP5_sgRNA930,0.35354751862256545,-0.15878419260503873,ENSE00002166515
931,CKAP5_sgRNA931,0.9541322689708687,-0.7344089432913541,ENSE00002166515
932,CKAP5_sgRNA932,0.31127140036845624,-0.17579095969213224,ENSE00002166515
933,CKAP5_sgRNA933,1.7462591832315149,-1.6696732952079396,ENSE00002166515
934,CKAP5_sgRNA934,-0.32122497210344125,0.33123701289489726,ENSE00002166515
935,CKAP5_sgRNA935,0.6177161579207784,-0.436581668604496,ENSE00002166515
936,CKAP5_sgRNA936,-1.0994292821776057,1.2436199702605721,ENSE00002166515
937,CKAP5_sgRNA937,-0.06592996232554343,0.21268886715579471,ENSE00002166515
938,CKAP5_sgRNA938,0.20254056263873096,-0.0049019706002067795,ENSE00002166515
939,CKAP5_sgRNA939,-0.021231786629906702,0.08985722269346232,ENSE00002166515
940,CKAP5_sgRNA940,0.9161979890036968,-0.7382321497013455,ENSE00002166515
941,CKAP5_sgRNA941,-0.29130942217433525,0.3876408462626471,ENSE00001669205
942,CKAP5_sgRNA942,-0.13205275861269866,0.23561836200147093,ENSE00001669205
943,CKAP5_sgRNA943,0.3270329660911912,-0.12138949783571273,ENSE00001669205
944,CKAP5_sgRNA944,0.1686178406015715,0.055592825730571935,ENSE00001669205
945,CKAP5_sgRNA945,-1.2622925509677259,1.2882084586662814,ENSE00001669205
946,CKAP5_sgRNA946,0.7943474297488728,-0.5449785724102345,ENSE00001669205
947,CKAP5_sgRNA947,0.545876327017884,-0.40288115068804353,ENSE00001669205
948,CKAP5_sgRNA948,0.4989061509815191,-0.35135800767175673,ENSE00001669205
2384,CKAP5_sgRNA2382,-0.22812528752907713,0.28044629237307905,
